 2376          2377 
 2270          2271 
 2163          2164 
 2056          2165 
 115           114 
 157           156 
 203           202 
 251           250 
 303           302 
 356           355 
 412           411 
 413           474 
 475           541 
 543           611 
 544           612 
 545           614 
 546           615 
 616           690 
 617           690 
 835           614 
 836           614 
 761           614 
 686           614 
 613           0 
 3471          3562 
 3472          3563 
 3473          3564 
 3380          3474 
 3284          3381 
 3185          3285 
 3084          3085 
 2984          2985 
 2883          2884 
 2782          2783 
 2781          2681 
 2679          2680 
 2678          2578 
 2576          2577 
 2575          2475 
 2474          2372 
 2371          2265 
 283           336 
 337           392 
 393           392 
 394           454 
 455           454 
 522           591 
 592           591 
 665           664 
 526           459 
 525           458 
 524           457 
 523           456 
 287           286 
 339           286 
 338           285 
 2693          2694 
 2592          2593 
 2491          2492 
 2389          2390 
 2283          0 
 2282          0 
 2174          2284 
 2067          2176 
 1959          2069 
 1851          1852 
 1743          1744 
 1635          1530 
 1529          0 
 1528          0 
 1425          0 
 1330          1426 
 1331          1427 
 1332          1428 
 1333          1429 
 1334          1430 
 1243          1244 
 1155          1156 
 1070          1071 
 987           0 
 988           0 
 912           0 
 913           989 
 991           1073 
 1075          1159 
 1731          0 
 1624          0 
 1517          1518 
 1516          1414 
 1515          1413 
 1514          1412 
 1411          1316 
 1314          1223 
 1221          1134 
 1220          1133 
 1131          1047 
 1130          1046 
 1045          1046 
 962           963 
 885           886 
 809           810 
 734           811 
 660           736 
 587           519 
 517           451 
 449           389 
 388           389 
 333           334 
 279           280 
 228           229 
 179           180 
 134           135 
 91            0 
 1862          1863 
 1754          1755 
 1646          1647 
 1540          1541 
 2294          2187 
 2186          2187 
 2077          2078 
 3405          3308 
 3307          3208 
 3207          3105 
 3104          3105 
 1008          931 
 930           854 
 853           777 
 852           776 
 1081          1166 
 1082          1167 
 1083          1168 
 1001          1002 
 924           925 
 2808          2707 
 2706          2605 
 2705          2604 
 2603          2502 
 2501          2502 
 3678          3679 
 3587          3588 
 3496          3497 
 3495          3402 
 3400          3401 
